"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Sami Sepp+ñnen , CEO for Elisa Eesti , [[says]] the novel network allows fast mobile broadband for sparsely populated areas .","Sami Sepp+ñnen , CEO for Elisa Eesti , [[suppose]] the novel network allows fast mobile broadband for sparsely populated areas .",0.2510284185409546,0.6540310382843018,2,0,2,105,"Successful"
"Sanoma Corporation wants a new and better frequency for the Helsinki metropolitan area .","Sanoma Corporation wants a new and better frequency for the Helsinki metropolitan area .",0.5395419001579285,0.5395419001579285,0,0,2,1,"Skipped"
"Sanoma [[Learning]] & [[Literature]] , offering [[print]] and digital [[learning]] [[materials]] , is [[present]] in [[eleven]] [[countries]] .","Sanoma [[see]] & [[lit]] , offering [[mark]] and digital [[acquire]] [[fabric]] , is [[acquaint]] in [[11]] [[country]] .",0.036218464374542236,0.2850877642631531,2,2,2,208,"Failed"
"The adapter , [[awarded]] with the `` Certified [[Integration]] for SAP -« ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems .","The adapter , [[grant]] with the `` Certified [[desegregation]] for SAP -« ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems .",0.07672786712646484,0.5151726603507996,0,2,0,90,"Successful"
"The [[Commission]] is to be [[applauded]] for applying a fact-based and data-driven approach and for providing clarity for future petitions .","The [[perpetration]] is to be [[clap]] for applying a fact-based and data-driven approach and for providing clarity for future petitions .",0.03235596418380737,0.7675106525421143,0,2,0,84,"Successful"
"The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades .","The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades .",0.846413254737854,0.846413254737854,2,2,0,1,"Skipped"
"The contract covers new energy-efficient AC drives that have been designed in cooperation between the companies .","The contract covers new energy-efficient AC drives that have been designed in cooperation between the companies .",0.5682929754257202,0.5682929754257202,0,0,2,1,"Skipped"
"The Costanza [[light]] , with an aluminum base and washable [[shade]] , comes in [[white]] , pistachio , orange , [[blue]] and [[red]] .","The Costanza [[calorie-free]] , with an aluminum base and washable [[refinement]] , comes in [[clean]] , pistachio , orange , [[dispirited]] and [[reddened]] .",0.03702998161315918,0.5787824392318726,2,0,2,364,"Successful"
"The energy-efficient data [[center]] will be built by combining an [[effective]] energy solution with state-of-the-art technology .","The energy-efficient data [[nitty-gritty]] will be built by combining an [[effectual]] energy solution with state-of-the-art technology .",0.13855326175689697,0.6083736419677734,0,2,0,114,"Successful"
"The familiar blue , white , and red HK seal has received a more [[authentic]] [[look]] .","The familiar blue , white , and red HK seal has received a more [[unquestionable]] [[bet]] .",0.13590246438980103,0.7887176871299744,2,0,2,170,"Successful"
"The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .","The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .",0.9451062679290771,0.9451062679290771,0,0,1,1,"Skipped"
"The method [[utilises]] waterborne Ultra [[products]] , [[giving]] protection to wooden [[surfaces]] in an industrial [[painting]] [[process]] whereby [[two]] [[layers]] of [[top]] [[coat]] are [[applied]] on exterior wooden panels and [[boards]] without a [[separate]] [[primer]] .","The method [[utilise]] waterborne Ultra [[production]] , [[afford]] protection to wooden [[aerofoil]] in an industrial [[paint]] [[treat]] whereby [[II]] [[layer]] of [[peak]] [[surface]] are [[utilize]] on exterior wooden panels and [[add-in]] without a [[ramify]] [[priming]] .",0.046668827533721924,0.42251813411712646,2,2,2,373,"Failed"
"The most [[popular]] paper by [[far]] was Kesko 's loyal customer magazine Pirkka with [[2]],462,000 readers .","The most [[democratic]] paper by [[FAR]] was Kesko 's loyal customer magazine Pirkka with [[II]],462,000 readers .",0.12577885389328003,0.2282928228378296,2,2,2,72,"Failed"
"The [[process]] , technology , [[project]] management , [[basic]] [[engineering]] and [[quality]] [[assurance]] within [[Forest]] [[Industry]] will be [[consolidated]] in Vantaa , southern [[Finland]] .","The [[litigate]] , technology , [[contrive]] management , [[staple]] [[mastermind]] and [[calibre]] [[confidence]] within [[timberland]] [[industriousness]] will be [[consolidate]] in Vantaa , southern [[Suomi]] .",0.01874619722366333,0.4734876751899719,2,2,2,185,"Failed"
"The [[smaller]] molecules improve the grip of the tyre at top-speed driving .","The [[diminished]] molecules improve the grip of the tyre at top-speed driving .",0.25002217292785645,0.9331502318382263,2,0,2,81,"Successful"
"The social plan negotiations were [[part]] of the three year turn-around program which is expected to ensure Salomon 's future competitiveness .","The social plan negotiations were [[disunite]] of the three year turn-around program which is expected to ensure Salomon 's future competitiveness .",0.1965840458869934,0.9742153286933899,0,1,0,128,"Successful"
"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , [[follow]] the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .","The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , [[surveil]] the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",0.13716620206832886,0.6328064203262329,2,0,2,246,"Successful"
"The tool is a patent pending [[design]] that [[allows]] consumers to [[lay]] out their [[entire]] [[project]] on a removable plate [[using]] multiple [[clear]] [[stamps]] of any kind .","The tool is a patent pending [[innovation]] that [[grant]] consumers to [[position]] out their [[intact]] [[protrude]] on a removable plate [[utilise]] multiple [[assoil]] [[stomp]] of any kind .",0.0571255087852478,0.5290194749832153,2,0,2,329,"Successful"
"The use case dramatically narrows if you [[go]] only with the [[hot]] s Ltd.","The use case dramatically narrows if you [[whirl]] only with the [[blistering]] s Ltd.",0.0718376636505127,0.81428462266922,2,1,2,165,"Successful"
"The [[vessels]] [[also]] have to be environmentally friendly , fast , and have all modern [[conveniences]] .","The [[vessel]] [[besides]] have to be environmentally friendly , fast , and have all modern [[amenities]] .",0.06605565547943115,0.5099945068359375,2,0,2,69,"Successful"
"Thus , SysOpen Digia has , in [[accordance]] with Chapter 14 Section 21 of the Finnish Companies Act 29.9.1978 - 734 , obtained [[title]] to all the [[shares]] of Sentera that are to be redeemed .","Thus , SysOpen Digia has , in [[accord]] with Chapter 14 Section 21 of the Finnish Companies Act 29.9.1978 - 734 , obtained [[style]] to all the [[plowshare]] of Sentera that are to be redeemed .",0.051934897899627686,0.627025842666626,2,0,2,128,"Successful"
"Today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality [[associated]] with every product from Fiskars .","Today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality [[link]] with every product from Fiskars .",0.473049521446228,0.697318434715271,2,0,2,83,"Successful"
"We have sound experience of project deliveries for large multi-purpose complexes and sports arenas '' , says Sami Eronen , SVP , Infrastructure and Northern Europe , Ruukki Construction .","We have sound experience of project deliveries for large multi-purpose complexes and sports arenas '' , says Sami Eronen , SVP , Infrastructure and Northern Europe , Ruukki Construction .",0.7636313438415527,0.7636313438415527,0,0,2,1,"Skipped"
"Weber [[convinced]] his [[friend]] Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures .","Weber [[confident]] his [[ally]] Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures .",0.04968619346618652,0.8627583384513855,2,0,2,95,"Successful"
"Nokia , which has a strong track record in the lower-end handset market , said in July its touch-screen offering would come this year and be [[cheaper]] than rival models in order to tap into a higher-volume market .","Nokia , which has a strong track record in the lower-end handset market , said in July its touch-screen offering would come this year and be [[sleazy]] than rival models in order to tap into a higher-volume market .",0.0736088752746582,0.9937165379524231,0,1,0,240,"Successful"
"We [[aim]] to ensure that Vacon is in [[good]] [[shape]] when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi .","We [[object]] to ensure that Vacon is in [[undecomposed]] [[influence]] when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi .",0.03337174654006958,0.5889923572540283,0,2,0,255,"Successful"
"Shares in Royal and Sun Alliance continued to [[slide]] [[back]] from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .","Shares in Royal and Sun Alliance continued to [[chute]] [[support]] from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",0.00806194543838501,0.9765641093254089,1,0,1,185,"Successful"
"Managing Director 's comments : `` Net sales for the first quarter were notably [[lower]] than a year before , especially in Finland , Russia and the Baltic countries .","Managing Director 's comments : `` Net sales for the first quarter were notably [[humiliated]] than a year before , especially in Finland , Russia and the Baltic countries .",0.008179426193237305,0.8340938687324524,1,0,1,163,"Successful"
"Sales [[climbed]] 19.[[2]] pct to [[1]].002 bln eur , [[surpassing]] the 953 mln eur consensus [[figure]] .","Sales [[mount]] 19.[[II]] pct to [[ane]].002 bln eur , [[exceed]] the 953 mln eur consensus [[form]] .",0.01661527156829834,0.4662741422653198,0,0,0,158,"Failed"
"Suominen Corporation [[estimates]] that the cost-cutting [[program]] that [[started]] in autumn 2005 , [[higher]] sales prices , and [[expected]] [[growth]] in [[volume]] of [[Wet]] Wipes , will make the [[company]] 's [[operations]] more profitable .","Suominen Corporation [[idea]] that the cost-cutting [[syllabus]] that [[protrude]] in autumn 2005 , [[gamy]] sales prices , and [[require]] [[development]] in [[loudness]] of [[lactating]] Wipes , will make the [[society]] 's [[procedure]] more profitable .",0.02095615863800049,0.7216305732727051,0,2,0,293,"Successful"
"In a [[release]] , the Company said that Vocollect T2 customers in North America can now [[take]] [[advantage]] of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity [[gains]] at a [[discounted]] price .","In a [[departure]] , the Company said that Vocollect T2 customers in North America can now [[remove]] [[vantage]] of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity [[amplification]] at a [[discount]] price .",0.03904759883880615,0.9168940186500549,0,2,0,371,"Successful"
"Marimekko [[makes]] all sorts of colorful [[little]] impulse buys `` umbrellas , baby bibs , change purses `` and they 're all for sale , the [[better]] to [[take]] advantage of shoppers who ca n't commit to furniture but want a piece of the action .","Marimekko [[defecate]] all sorts of colorful [[petty]] impulse buys `` umbrellas , baby bibs , change purses `` and they 're all for sale , the [[meliorate]] to [[withdraw]] advantage of shoppers who ca n't commit to furniture but want a piece of the action .",0.029539883136749268,0.6213282346725464,2,1,2,494,"Successful"
"Business [[boomed]] after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .","Business [[boom]] after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .",0.12741202116012573,0.9613795876502991,0,2,0,178,"Successful"
"Finnish OKO bank has [[signed]] a cooperation [[agreement]] with Raiffeisen concerning Finnish companies ' investments in Russia .","Finnish OKO bank has [[subscribe]] a cooperation [[correspondence]] with Raiffeisen concerning Finnish companies ' investments in Russia .",0.02780812978744507,0.7878389358520508,0,2,0,72,"Successful"
"Paper maker Stora Enso Oyj said Friday it has been acquitted of charges that it participated in a paper price-fixing conspiracy in the United States .","Paper maker Stora Enso Oyj said Friday it has been acquitted of charges that it participated in a paper price-fixing conspiracy in the United States .",0.579797625541687,0.579797625541687,1,1,0,1,"Skipped"
"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year [[deal]] which involves [[low]] maintenance and fuel [[saving]] technologies .","Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year [[share]] which involves [[first]] maintenance and fuel [[spare]] technologies .",0.09757673740386963,0.5784322023391724,0,2,0,270,"Successful"
"Metsaliitto said that it will book a minor [[gain]] of less than EUR1 .0 m from the transaction .","Metsaliitto said that it will book a minor [[acquire]] of less than EUR1 .0 m from the transaction .",0.09649193286895752,0.8905841708183289,0,2,0,101,"Successful"
"The [[negotiations]] were carried out in a constructive manner , and all parties [[tried]] to [[find]] a [[solution]] to the [[situation]] .","The [[dialogue]] were carried out in a constructive manner , and all parties [[attempt]] to [[happen]] a [[answer]] to the [[billet]] .",0.05101501941680908,0.5979264974594116,0,2,0,162,"Successful"
"This is a much [[better]] process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .","This is a much [[serious]] process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .",0.23117470741271973,0.9833130836486816,0,2,0,222,"Successful"
"After the reporting [[period]] , BioTie North American licensing partner Somaxon Pharmaceuticals [[announced]] [[positive]] [[results]] with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .","After the reporting [[menstruum]] , BioTie North American licensing partner Somaxon Pharmaceuticals [[foretell]] [[incontrovertible]] [[ensue]] with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",0.01932084560394287,0.7440621852874756,0,2,0,158,"Successful"
"`` Indo-Russia trade can cross the targeted 10 billion dollars by 2010 and [[double]] to 20 billion dollars by 2015 , if trade irritants and procedural hassles are resolved , '' the chamber said in its survey on obstacles to trade with Russia .","`` Indo-Russia trade can cross the targeted 10 billion dollars by 2010 and [[duple]] to 20 billion dollars by 2015 , if trade irritants and procedural hassles are resolved , '' the chamber said in its survey on obstacles to trade with Russia .",0.3743916153907776,0.9109776616096497,0,1,0,227,"Successful"
"`` This is a [[significant]] [[milestone]] for Benefon , [[helping]] [[us]] to [[secure]] critical USP 's for our personal [[navigation]] [[product]] roadmap for 2007 and beyond , '' [[commented]] Simon [[Button]] , [[Chief]] [[Technology]] [[Officer]] at Benefon .","`` This is a [[meaning]] [[milepost]] for Benefon , [[help]] [[US]] to [[fasten]] critical USP 's for our personal [[sailing]] [[intersection]] roadmap for 2007 and beyond , '' [[annotate]] Simon [[release]] , [[gaffer]] [[technology]] [[policeman]] at Benefon .",0.019403040409088135,0.36316901445388794,0,0,0,176,"Failed"
"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV [[said]] today that it has [[signed]] an [[extensive]] cooperation [[agreement]] on industrialisation , manufacturing , distribution and after-market [[services]] for mobile phones with Japan 's [[Sharp]] TYO : 6753 .","18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV [[allege]] today that it has [[subscribe]] an [[panoptic]] cooperation [[correspondence]] on industrialisation , manufacturing , distribution and after-market [[serve]] for mobile phones with Japan 's [[discriminating]] TYO : 6753 .",0.018497109413146973,0.6884368062019348,0,2,0,206,"Successful"
"Investors will [[continue]] being interested in the company 's share although it is not quite [[cheap]] , Affarsvarlden said .","Investors will [[cover]] being interested in the company 's share although it is not quite [[gimcrack]] , Affarsvarlden said .",0.06646597385406494,0.8676639199256897,0,2,0,111,"Successful"
"Swedish telco TeliaSonera is teaming up with [[Friends]] , a Swedish [[organization]] against [[bullying]] , to fight bullying of children and teenagers via electronic [[channels]] .","Swedish telco TeliaSonera is teaming up with [[ally]] , a Swedish [[arrangement]] against [[ballyrag]] , to fight bullying of children and teenagers via electronic [[transfer]] .",0.19533103704452515,0.6976151466369629,2,0,2,146,"Successful"
"`` Each year , personal entertainment [[plays]] a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' [[said]] Brian Wilson , director of marketing for Precor 's Entertainment & Services Division .","`` Each year , personal entertainment [[diddle]] a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' [[aforesaid]] Brian Wilson , director of marketing for Precor 's Entertainment & Services Division .",0.06357234716415405,0.715916097164154,2,0,2,217,"Successful"
"`` I see my new post as an inspiring challenge .","`` I see my new post as an inspiring challenge .",0.7443552017211914,0.7443552017211914,0,0,2,1,"Skipped"
"`` We will continue to make it easier for users to explore services on their handsets and will work towards bringing Internet to a wider range of devices including mid and low-end devices , '' said Kallasvuo .","`` We will continue to make it easier for users to explore services on their handsets and will work towards bringing Internet to a wider range of devices including mid and low-end devices , '' said Kallasvuo .",0.8484804630279541,0.8484804630279541,0,0,2,1,"Skipped"
"Finland 's dominating rail company VR is planning to [[set]] the infected passengers for long-distance trip in a [[separate]] carriage .","Finland 's dominating rail company VR is planning to [[jell]] the infected passengers for long-distance trip in a [[discriminate]] carriage .",0.03438615798950195,0.9765424132347107,2,1,2,244,"Successful"
"In complying with the European Water Framework Directive requirements , the pre-treatment unit will be fully [[renovated]] , including hydraulics of waste water inception , degridding , sand and grease removal and treatment and deodorization of the unit .","In complying with the European Water Framework Directive requirements , the pre-treatment unit will be fully [[recreate]] , including hydraulics of waste water inception , degridding , sand and grease removal and treatment and deodorization of the unit .",0.3538020849227905,0.8799170255661011,0,2,0,132,"Successful"
"Our purchase to pay solutions enable companies to gain visibility and control over business-critical financial processes .","Our purchase to pay solutions enable companies to gain visibility and control over business-critical financial processes .",0.7656270861625671,0.7656270861625671,0,0,2,1,"Skipped"
"So far , Mr. Galvan he has been able to avoid laying off workers .","So far , Mr. Galvan he has been able to avoid laying off workers .",0.834149956703186,0.834149956703186,1,1,0,1,"Skipped"
"The [[agreement]] [[must]] be [[approved]] by the Russian competition [[authorities]] before it [[enters]] into force .","The [[understanding]] [[moldiness]] be [[okay]] by the Russian competition [[office]] before it [[enter]] into force .",0.11241203546524048,0.722686231136322,2,0,2,126,"Successful"
"The total amount of subscription [[prices]] was [[recorded]] in the fund for invested non-restricted equity .","The total amount of subscription [[damage]] was [[show]] in the fund for invested non-restricted equity .",0.020708978176116943,0.5618751049041748,2,1,2,81,"Successful"
"`` This is [[super]] [[nasty]] , '' said Eric Schultze , chief technology officer at Shavlik Technologies LLC , a St. Paul , Minn.-based maker of patch management tools .","`` This is [[top-notch]] [[smutty]] , '' said Eric Schultze , chief technology officer at Shavlik Technologies LLC , a St. Paul , Minn.-based maker of patch management tools .",0.012345850467681885,0.9924362897872925,1,0,1,130,"Successful"
"Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and [[solid]] aluminum [[waste]] per year .","Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and [[substantial]] aluminum [[scourge]] per year .",0.030712127685546875,0.9219221472740173,2,1,2,150,"Successful"
"He [[announced]] a `` solutions unit '' to speed co-operation in August , and [[shifted]] Simonson from finance [[chief]] to low-end [[phones]] in October .","He [[denote]] a `` solutions unit '' to speed co-operation in August , and [[agitate]] Simonson from finance [[master]] to low-end [[sound]] in October .",0.04397064447402954,0.6328082084655762,2,0,2,136,"Successful"
"It [[started]] with [[software]] that was [[capable]] of [[retrieving]] the [[data]] [[typed]] into the [[computer]] keyboard ( `` keyloggers '' ) , and then more [[complex]] mechanisms arrived on the [[scene]] , such as phishing and pharming .","It [[depart]] with [[package]] that was [[able]] of [[recover]] the [[datum]] [[type]] into the [[estimator]] keyboard ( `` keyloggers '' ) , and then more [[composite]] mechanisms arrived on the [[prospect]] , such as phishing and pharming .",0.027163565158843994,0.10501313209533691,2,2,2,126,"Failed"
"More than a third of the original participants [[dropped]] out [[due]] to nausea and other side effects .","More than a third of the original participants [[expend]] out [[imputable]] to nausea and other side effects .",0.011352002620697021,0.8857643604278564,1,2,1,97,"Successful"
"Mr Skogster currently [[serves]] as the manager [[responsible]] for ABB Oy 's system modules for low [[voltage]] [[drives]] .","Mr Skogster currently [[suffice]] as the manager [[creditworthy]] for ABB Oy 's system modules for low [[potential]] [[effort]] .",0.02115553617477417,0.6007317900657654,2,0,2,136,"Successful"
"The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as [[part]] of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial .","The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as [[disunite]] of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial .",0.02402549982070923,0.8611981868743896,2,1,2,181,"Successful"
"The StoneGate UTM [[solution]] offers protection against inbound and outbound attacks .","The StoneGate UTM [[root]] offers protection against inbound and outbound attacks .",0.3506008982658386,0.8085571527481079,0,2,0,58,"Successful"
"- [[Counter]] your competitor 's strengths and [[target]] their [[weaknesses]] .","- [[antagonistic]] your competitor 's strengths and [[butt]] their [[helplessness]] .",0.04098695516586304,0.8776410222053528,2,1,2,85,"Successful"
"An appeal concerning the [[project]] has been lodged at the Czech Ministry of the Environment .","An appeal concerning the [[labor]] has been lodged at the Czech Ministry of the Environment .",0.4741366505622864,0.944821834564209,2,1,2,85,"Successful"
"Aspocomp has a [[large]] [[factory]] in [[China]] and a factory [[building]] [[project]] in India that was [[halted]] due to financing problems .","Aspocomp has a [[great]] [[manufactory]] in [[PRC]] and a factory [[edifice]] [[visualize]] in India that was [[stem]] due to financing problems .",0.020815253257751465,0.8260430693626404,1,2,1,146,"Successful"
"[[Founded]] in 2000 , BioView automates laboratory [[tests]] , [[especially]] diagnostic [[tests]] for [[cancer]] .","[[constitute]] in 2000 , BioView automates laboratory [[prove]] , [[peculiarly]] diagnostic [[trial]] for [[Crab]] .",0.04616886377334595,0.5174247026443481,2,0,2,93,"Successful"
"F-Secure also [[point]] out the logical [[weakness]] in the sequenced numbers of a card approach that has apparently already been utilised .","F-Secure also [[orient]] out the logical [[impuissance]] in the sequenced numbers of a card approach that has apparently already been utilised .",0.009997844696044922,0.9953007698059082,1,2,1,155,"Successful"
"It [[inspects]] the companys strategic strengths and weaknesses .","It [[scrutinise]] the companys strategic strengths and weaknesses .",0.21720951795578003,0.8266663551330566,2,1,2,47,"Successful"
"It 's even a little bit higher than Yara 's multiples on itself , ' an analyst in Helsinki said .","It 's even a little bit higher than Yara 's multiples on itself , ' an analyst in Helsinki said .",0.9791038632392883,0.9791038632392883,0,0,2,1,"Skipped"
"Kesko offers Hilton to [[open]] a hotel on Kalinisky prospect in a 18,000-square metres [[building]] because of these difficulties .","Kesko offers Hilton to [[afford]] a hotel on Kalinisky prospect in a 18,000-square metres [[progress]] because of these difficulties .",0.25345486402511597,0.6333163976669312,2,0,2,112,"Successful"
"Key reasons to read this report : - Report contains only relevant information , [[leaving]] out excessive data .","Key reasons to read this report : - Report contains only relevant information , [[result]] out excessive data .",0.06476950645446777,0.8199653625488281,2,1,2,123,"Successful"
"The [[completion]] of the recycling plant is an important link in the chain of creating a waste management system in the Dubna region that [[meets]] the EU standards .","The [[culmination]] of the recycling plant is an important link in the chain of creating a waste management system in the Dubna region that [[play]] the EU standards .",0.1677335500717163,0.628680408000946,0,2,0,145,"Successful"
"The dollar bounced back after hitting another record low against the euro , which reached $ 1.41 for the first time .","The dollar bounced back after hitting another record low against the euro , which reached $ 1.41 for the first time .",0.9354603886604309,0.9354603886604309,1,1,2,1,"Skipped"
"The five-storey , eco-efficient building will have a [[gross]] floor area of about 15,000 sq m. It will [[also]] [[include]] apartments .","The five-storey , eco-efficient building will have a [[perfect]] floor area of about 15,000 sq m. It will [[too]] [[admit]] apartments .",0.08192676305770874,0.6177406311035156,2,0,2,105,"Successful"
"The new company will [[buy]] from Baltic Pearl CJSC a lease [[right]] to 8.1 hectares for the construction of a mall with a [[gross]] area of 140,000 sq m 1.5 million sq ft .","The new company will [[bargain]] from Baltic Pearl CJSC a lease [[decently]] to 8.1 hectares for the construction of a mall with a [[perfect]] area of 140,000 sq m 1.5 million sq ft .",0.1315544843673706,0.6635113954544067,2,0,2,219,"Successful"
"The SeaWind that was en route from the Finnish port of Turku to Stockholm [[got]] [[stuck]] in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was [[cut]] [[short]] at 2 a.m. on Thursday .","The SeaWind that was en route from the Finnish port of Turku to Stockholm [[commence]] [[cohere]] in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was [[rationalise]] [[brusk]] at 2 a.m. on Thursday .",0.010895252227783203,0.9602765440940857,1,2,1,426,"Successful"
"The Stena Poseidon is a so-called Panamax tanker , [[designed]] to be able to pass through the narrow passages in the Panama Canal 's locks .","The Stena Poseidon is a so-called Panamax tanker , [[plan]] to be able to pass through the narrow passages in the Panama Canal 's locks .",0.1460815668106079,0.575797438621521,2,0,2,123,"Successful"
"Upon completion , Keskuskatu will form the [[backbone]] of Helsinki 's pedestrianised downtown area , [[linking]] up with the city 's other main pedestrian precincts .","Upon completion , Keskuskatu will form the [[guts]] of Helsinki 's pedestrianised downtown area , [[join]] up with the city 's other main pedestrian precincts .",0.16766858100891113,0.5656057596206665,0,2,0,125,"Successful"
"`` Uncommonly [[weak]] snow [[conditions]] in nearly every market have [[affected]] our first [[quarter]] result , '' Chief Executive Roger Talermo [[said]] .","`` Uncommonly [[light]] snow [[shape]] in nearly every market have [[impress]] our first [[draw]] result , '' Chief Executive Roger Talermo [[read]] .",0.00888526439666748,0.7490615248680115,1,0,1,228,"Successful"
"Danish company FLSmidth has acknowledged that it has [[violated]] a patent held by Finnish Metso .","Danish company FLSmidth has acknowledged that it has [[rape]] a patent held by Finnish Metso .",0.020877420902252197,0.5984526872634888,1,0,1,114,"Successful"
"The liquidity providing was [[interrupted]] on [[May]] 11 , 2007 when Aspocomp Group Oyj 's [[shares]] traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 ) .","The liquidity providing was [[disturb]] on [[may]] 11 , 2007 when Aspocomp Group Oyj 's [[portion]] traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 ) .",0.01685279607772827,0.5659337043762207,1,2,1,196,"Successful"
"Markets had been [[expecting]] a [[poor]] performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .","Markets had been [[carry]] a [[miserable]] performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .",0.017091870307922363,0.6446033716201782,0,1,0,149,"Successful"
"The layoffs were aimed at reaching an annual [[savings]] target of 1.5 billion euros $ 2 billion by the end of 2010 .","The layoffs were aimed at reaching an annual [[write]] target of 1.5 billion euros $ 2 billion by the end of 2010 .",0.03215140104293823,0.6887574195861816,0,1,0,149,"Successful"
"According to Finnish insurance companies Tapiola , Local Insurance Group ( L+ñhivakuutus ) , and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have [[speeded]] up sales of forest insurance .","According to Finnish insurance companies Tapiola , Local Insurance Group ( L+ñhivakuutus ) , and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have [[hotfoot]] up sales of forest insurance .",0.025576889514923096,0.9960339665412903,0,1,0,164,"Successful"
"Excluding non-recurring items , pre-tax [[profit]] [[surged]] 45 % to EUR80m .","Excluding non-recurring items , pre-tax [[lucre]] [[scend]] 45 % to EUR80m .",0.014422833919525146,0.9226610064506531,0,2,0,49,"Successful"
"As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 23,383,927.80 to EUR 22,901,784.75 .","As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 23,383,927.80 to EUR 22,901,784.75 .",0.6063820123672485,0.6063820123672485,1,1,2,1,"Skipped"
"ADP [[News]] - Feb [[13]] , 2009 - Finnish retailer Kesko Oyj [[HEL]] : KESBV [[said]] today its [[total]] [[sales]] , [[excluding]] value added tax [[VAT]] , [[stood]] at EUR 661.[[3]] million USD 853.[[1]] m in January 2009 , down 15.[[2]] % year-on-yea","ADP [[intelligence]] - Feb [[thirteen]] , 2009 - Finnish retailer Kesko Oyj [[Hela]] : KESBV [[aforementioned]] today its [[entire]] [[sale]] , [[except]] value added tax [[tub]] , [[bear]] at EUR 661.[[triplet]] million USD 853.[[ane]] m in January 2009 , down 15.[[two]] % year-on-yea",0.007693350315093994,0.009302079677581787,1,1,1,296,"Failed"
"The [[low]] capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .","The [[moo]] capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .",0.012489557266235352,0.5294812321662903,1,0,1,152,"Successful"
